brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
6,2.0,Ryzen 5,,,1.0,,,,2,,,,0,2,51990,,0,0
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,62990,,165,34
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,52990,,698,74
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,75100,,0,0
1,2.0,Ryzen 7,,,1.0,,,,2,,,,0,2,76990,,22,3
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,79990,,0,0
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,71990,,144,16
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,71990,,1810,235
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,99990,,26,1
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,79990,,0,0
6,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,93990,,0,0
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,82990,,1067,145
1,2.0,Ryzen 7,,,,,,,1,,,,0,2,106990,,0,0
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,92990,,25,4
2,1.0,Ryzen 7,,,1.0,,,,2,,,,0,1,81490,,0,0
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,56990,,0,0
7,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,64990,,0,0
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,60990,,530,69
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,84988,,0,0
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,90990,,273,40
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,63990,,77,7
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,63990,,105,10
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,57999,,44,5
1,2.0,Ryzen 7,,,1.0,,,,2,,,,0,2,72400,,0,0
2,2.0,Ryzen 7,,,1.0,,,,1,,,,1,2,78990,,6,0
3,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,59990,,0,0
1,2.0,Ryzen 7,,,,,,,2,,,,0,2,111990,,0,0
5,2.0,Ryzen 7,,,1.0,,,,2,,,,1,2,109000,,0,0
6,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,89990,,191,27
2,2.0,Ryzen 7,,,1.0,,,,1,,,,1,1,78988,,0,0
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,73138,,4,1
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,106990,,0,0
1,2.0,Ryzen 7,,,1.0,,,,2,,,,0,2,79990,,0,0
6,2.0,Ryzen 7,,,1.0,,,,1,,,,1,1,89570,,0,0
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,68500,,134,22
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,73400,,0,0
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,79990,,23,6
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,84990,,4,2
7,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,99990,,108,24
1,2.0,Ryzen 7,,,,,,,1,,,,0,2,72990,,198,24
5,2.0,Ryzen 7,,,1.0,,,,1,,,,1,1,92990,,0,0
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,84190,,0,0
1,2.0,Ryzen 7,,,,,,,1,,,,1,2,112990,,0,0
1,2.0,Ryzen 7,,,,,,,2,,,,0,2,114990,,0,0
3,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,99990,,0,0
1,2.0,Ryzen 7,,,1.0,,,,2,,,,0,2,95990,,57,3
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,159990,,17,2
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,76990,,0,0
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,130990,,0,0
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,99990,,0,0
1,2.0,Ryzen 7,,,,,,,1,,,,0,2,112990,,0,0
2,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,77988,,0,0
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,76000,,1,1
1,2.0,Ryzen 7,,,,,,,1,,,,1,2,99990,,77,15
1,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,111000,,0,0
1,2.0,Ryzen 7,,,,,,,1,,,,0,1,84970,,2,1
5,2.0,Ryzen 7,,,1.0,,,,1,,,,0,1,75990,,1084,123
3,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,89990,,272,36
3,2.0,Ryzen 7,,,1.0,,,,1,,,,0,2,81990,,141,24
2,2.0,Ryzen 7,,,1.0,,,,2,,,,0,2,80490,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,135990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,2,,,,0,2,154990,,194,42
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,1,199990,,9,2
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,114990,,28,4
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,1,129990,,204,35
1,2.0,Ryzen 9,,,,,,,1,,,,1,1,114990,,32,6
7,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,146990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,104990,,14,2
1,2.0,Ryzen 9,,,,,,,1,,,,1,2,114990,,14,1
1,2.0,Ryzen 9,,,,,,,1,,,,1,1,124990,,3,0
1,2.0,Ryzen 9,,,,,,,1,,,,1,2,134990,,0,0
5,2.0,Ryzen 9,,,1.0,,,,1,,,,0,1,141990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,129990,,0,0
1,2.0,Ryzen 9,,,,,,,1,,,,1,1,142990,,4,1
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,121990,,0,0
1,2.0,Ryzen 9,,,,,,,1,,,,1,1,124990,,44,12
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,141990,,61,13
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,162990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,130500,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,116990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,2,,,,0,2,138990,,0,0
1,2.0,Ryzen 9,,,,,,,1,,,,1,1,234990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,135990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,144990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,149990,,0,0
1,2.0,Ryzen 9,,,1.0,,,,1,,,,0,2,142990,,0,0
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,57490,,18,4
